shapeid,x,y,Path
1,-1.190289974,6.101185799,140
1,-1.189120054,6.09735918,141
1,-1.188616991,6.094285011,142
1,-1.188573003,6.091299057,143
1,-1.189015985,6.088610172,144
1,-1.190168977,6.086537838,145
1,-1.192268014,6.085361958,146
1,-1.197450995,6.083962917,147
1,-1.199524999,6.082758904,148
1,-1.200685024,6.080653191,149
1,-1.201220036,6.077929974,150
1,-1.202000022,6.06863308,151
1,-1.202720046,6.065653801,152
1,-1.203933001,6.063061237,153
1,-1.206761003,6.058049202,154
1,-1.209082961,6.052466869,155
1,-1.210634947,6.05002594,156
1,-1.218343973,6.040888786,157
1,-1.219889045,6.038449764,158
1,-1.222211003,6.032885075,159
1,-1.226531982,6.025438786,160
1,-1.228746057,6.019823074,161
1,-1.232856989,6.012271881,162
1,-1.233665943,6.009327888,163
1,-1.234639049,6.003138065,164
1,-1.235417008,6.000135899,165
1,-1.239230037,5.99214077,166
1,-1.239817977,5.988975048,167
1,-1.239753962,5.985641003,168
1,-1.239037991,5.982377052,169
1,-1.238356948,5.980811119,170
1,-1.236624002,5.978464127,171
1,-1.235427976,5.977527142,172
1,-1.22288096,5.951439857,173
1,-1.22141099,5.947299004,174
1,-1.220793962,5.944150925,175
1,-1.220340014,5.9376688,176
1,-1.220471978,5.927862167,177
1,-1.22082603,5.924657822,178
1,-1.221578002,5.921563149,179
1,-1.223263979,5.917907238,180
1,-1.234063029,5.898624897,181
1,-1.240494013,5.895843029,182
1,-1.246449947,5.892889023,183
1,-1.249212027,5.891222954,184
1,-1.257452965,5.885068893,185
1,-1.260257006,5.883540154,186
1,-1.263237953,5.882641792,187
1,-1.269438982,5.881502151,188
1,-1.272413969,5.880648136,189
1,-1.280210972,5.876729965,190
1,-1.283210039,5.875964165,191
1,-1.286339045,5.875642776,192
1,-1.289469004,5.875660896,193
1,-1.292456031,5.876054764,194
1,-1.295102954,5.877024174,195
1,-1.296620011,5.878207207,196
1,-1.297775984,5.879761219,197
1,-1.298769951,5.882441044,198
1,-1.299963951,5.888343811,199
1,-1.300958037,5.891004086,200
1,-1.302114964,5.892541885,201
1,-1.303632975,5.893712044,202
1,-1.306282043,5.894696236,203
1,-1.315533042,5.895960808,204
1,-1.31853199,5.89672184,205
1,-1.326238036,5.900746822,206
1,-1.331900954,5.90304184,207
1,-1.339550018,5.907139778,208
1,-1.342533946,5.907917976,209
1,-1.345680952,5.908296108,210
1,-1.352197051,5.908531189,211
1,-1.365417957,5.908514977,212
1,-1.37192297,5.908258915,213
1,-1.375061035,5.907869816,214
1,-1.378033042,5.90709877,215
1,-1.385751009,5.903278828,216
1,-1.388733983,5.902526855,217
1,-1.391883969,5.902166843,218
1,-1.404906988,5.901572227,219
1,-1.408015013,5.900996208,220
1,-1.41019702,5.900237083,221
1,-1.412233949,5.899212837,222
1,-1.414080024,5.897954941,223
1,-1.415599942,5.896540165,224
1,-1.416867971,5.89496994,225
1,-1.419785023,5.890543938,226
1,-1.421888947,5.889054775,227
1,-1.429797053,5.884535789,228
1,-1.431756973,5.883667946,229
1,-1.434746981,5.882928848,230
1,-1.444167018,5.881795883,231
1,-1.447029948,5.880905151,232
1,-1.448817015,5.879836082,233
1,-1.450397968,5.878440857,234
1,-1.451854944,5.87670517,235
1,-1.454383969,5.872809887,236
1,-1.456447005,5.868926048,237
1,-1.458534956,5.863093853,238
1,-1.459493995,5.861105919,239
1,-1.463081956,5.855066776,240
1,-1.465996981,5.851428986,241
1,-1.469563961,5.8484478,242
1,-1.47359097,5.84599781,243
1,-1.477483988,5.844377041,244
1,-1.480363965,5.844220161,245
1,-1.482519984,5.84469223,246
1,-1.484637976,5.845543861,247
1,-1.486683965,5.846694946,248
1,-1.489137053,5.848503113,249
